ls,min_temp,max_temp,pressure,storming
78,-86.0,-28.0,881.0,False
77,-84.0,-24.0,881.0,False
77,-85.0,-28.0,882.0,False
76,-86.0,-26.0,883.0,False
76,-85.0,-29.0,884.0,False
75,-86.0,-24.0,885.0,False
75,-86.0,-27.0,886.0,False
75,-85.0,-25.0,887.0,False
74,-86.0,-26.0,888.0,False
74,-84.0,-27.0,888.0,False
73,-84.0,-31.0,890.0,False
73,-85.0,-23.0,890.0,False
72,-85.0,-25.0,891.0,False
72,-87.0,-31.0,892.0,False
71,-87.0,-26.0,892.0,False
71,-87.0,-29.0,892.0,False
71,-85.0,-31.0,893.0,False
70,-89.0,-32.0,894.0,False
70,-84.0,-29.0,894.0,False
69,-84.0,-25.0,894.0,False
69,-84.0,-31.0,895.0,False
68,-84.0,-35.0,897.0,False
68,-86.0,-35.0,896.0,False
67,-86.0,-29.0,896.0,False
67,-84.0,-27.0,897.0,False
66,-83.0,-26.0,898.0,False
66,-80.0,-28.0,899.0,False
66,-82.0,-28.0,898.0,False
65,-82.0,-28.0,898.0,False
65,-82.0,-32.0,900.0,False
64,-84.0,-30.0,900.0,False
64,-84.0,-26.0,900.0,False
63,-84.0,-29.0,900.0,False
63,-82.0,-31.0,900.0,False
62,-80.0,-30.0,901.0,False
62,-82.0,-31.0,901.0,False
62,-82.0,-29.0,902.0,False
61,-81.0,-23.0,902.0,False
61,-80.0,-28.0,901.0,False
60,-80.0,-29.0,901.0,False
60,-82.0,-28.0,902.0,False
59,-82.0,-29.0,903.0,False
59,-82.0,-28.0,902.0,False
58,-82.0,-29.0,901.0,False
58,-82.0,-23.0,902.0,False
57,-82.0,-28.0,902.0,False
57,-81.0,-26.0,901.0,False
57,-80.0,-25.0,901.0,False
56,-82.0,-29.0,901.0,False
56,-81.0,-26.0,901.0,False
55,-82.0,-23.0,901.0,False
55,-81.0,-27.0,901.0,False
54,-80.0,-27.0,902.0,False
54,-82.0,-26.0,902.0,False
53,-82.0,-27.0,902.0,False
53,-81.0,-28.0,902.0,False
53,-81.0,-25.0,902.0,False
52,-80.0,-23.0,902.0,False
52,-79.0,-27.0,902.0,False
51,-80.0,-27.0,901.0,False
51,-79.0,-21.0,901.0,False
50,-79.0,-22.0,900.0,False
50,-80.0,-26.0,900.0,False
49,-79.0,-27.0,900.0,False
49,-79.0,-26.0,901.0,False
48,-81.0,-25.0,901.0,False
48,-80.0,-24.0,900.0,False
48,-81.0,-22.0,899.0,False
47,-80.0,-25.0,898.0,False
47,-79.0,-25.0,898.0,False
46,-79.0,-26.0,898.0,False
46,-80.0,-21.0,897.0,False
45,-79.0,-25.0,896.0,False
45,-79.0,-24.0,895.0,False
44,-80.0,-24.0,895.0,False
44,-79.0,-26.0,896.0,False
43,-81.0,-25.0,895.0,False
43,-82.0,-26.0,895.0,False
42,-78.0,-25.0,895.0,False
42,-79.0,-24.0,893.0,False
42,-82.0,-22.0,893.0,False
41,-78.0,-25.0,892.0,False
41,-79.0,-25.0,893.0,False
40,-81.0,-26.0,893.0,False
40,-84.0,-25.0,892.0,False
39,-80.0,-23.0,891.0,False
39,-79.0,-22.0,890.0,False
38,-78.0,-24.0,891.0,False
38,-77.0,-26.0,890.0,False
37,-78.0,-27.0,889.0,False
37,-79.0,-24.0,888.0,False
36,-79.0,-24.0,888.0,False
36,-80.0,-20.0,888.0,False
36,-77.0,-21.0,887.0,False
35,-79.0,-23.0,886.0,False
35,-77.0,-21.0,886.0,False
34,-78.0,-20.0,886.0,False
34,-76.0,-19.0,885.0,False
33,-77.0,-19.0,885.0,False
33,-78.0,-19.0,885.0,False
32,-77.0,-25.0,885.0,False
32,-79.0,-23.0,886.0,False
31,-78.0,-22.0,885.0,False
31,-80.0,-20.0,883.0,False
30,-79.0,-17.0,882.0,False
30,-77.0,-18.0,882.0,False
29,-77.0,-17.0,882.0,False
29,-80.0,-21.0,882.0,False
29,-80.0,-18.0,881.0,False
28,-79.0,-16.0,880.0,False
28,-81.0,-14.0,880.0,False
27,-77.0,-13.0,879.0,False
27,-77.0,-14.0,878.0,False
26,-82.0,-15.0,879.0,False
26,-78.0,-15.0,879.0,False
25,-78.0,-16.0,878.0,False
25,-80.0,-14.0,877.0,False
24,-77.0,-22.0,876.0,False
24,-76.0,-23.0,874.0,False
23,-79.0,-24.0,875.0,False
23,-78.0,-14.0,875.0,False
22,-78.0,-19.0,873.0,False
22,-77.0,-22.0,871.0,False
21,-79.0,-19.0,871.0,False
21,-77.0,-24.0,871.0,False
20,-77.0,-23.0,871.0,False
20,-78.0,-16.0,870.0,False
19,-78.0,-20.0,870.0,False
19,-78.0,-22.0,868.0,False
18,-78.0,-22.0,867.0,False
18,-76.0,-21.0,868.0,False
17,-77.0,-20.0,868.0,False
17,-77.0,-11.0,867.0,False
17,-79.0,-11.0,865.0,False
16,-78.0,-12.0,865.0,False
16,-76.0,-20.0,864.0,False
15,-76.0,-22.0,863.0,False
15,-75.0,-21.0,864.0,False
14,-78.0,-15.0,864.0,False
14,-77.0,-14.0,863.0,False
13,-77.0,-12.0,862.0,False
13,-80.0,-13.0,861.0,False
12,-79.0,-20.0,860.0,False
12,-77.0,-20.0,860.0,False
11,-76.0,-20.0,859.0,False
11,-77.0,-22.0,859.0,False
10,-77.0,-21.0,858.0,False
10,-77.0,-21.0,857.0,False
9,-76.0,-21.0,858.0,False
9,-80.0,-21.0,856.0,False
8,-76.0,-17.0,856.0,False
8,-77.0,-12.0,857.0,False
7,-76.0,-14.0,859.0,False
7,-77.0,-14.0,856.0,False
6,-74.0,-16.0,854.0,False
6,-76.0,-15.0,854.0,False
5,-77.0,-15.0,855.0,False
5,-75.0,-14.0,856.0,False
4,-75.0,-15.0,853.0,False
3,-78.0,-16.0,851.0,False
3,-74.0,-14.0,851.0,False
2,-76.0,-15.0,851.0,False
2,-76.0,-15.0,851.0,False
1,-75.0,-12.0,852.0,False
1,-76.0,-14.0,850.0,False
0,-63.0,-12.0,832.0,False
0,-81.0,-14.0,849.0,False
359,-79.0,-15.0,850.0,False
359,-78.0,-12.0,850.0,False
358,-76.0,-11.0,847.0,False
357,-75.0,-13.0,847.0,False
357,-77.0,-14.0,846.0,False
356,-80.0,-12.0,846.0,False
356,-81.0,-16.0,846.0,False
355,-78.0,-12.0,845.0,False
355,-74.0,-11.0,846.0,False
354,-75.0,-12.0,845.0,False
354,-79.0,-12.0,844.0,False
353,-79.0,-12.0,845.0,False
353,-78.0,-13.0,844.0,False
352,-75.0,-12.0,843.0,False
352,-74.0,-9.0,842.0,False
351,-74.0,-10.0,843.0,False
351,-77.0,-12.0,844.0,False
350,-79.0,-12.0,843.0,False
350,-74.0,-12.0,841.0,False
349,-73.0,-8.0,842.0,False
348,-74.0,-13.0,843.0,False
348,-72.0,-4.0,842.0,False
347,-74.0,-4.0,842.0,False
346,-79.0,-5.0,842.0,False
346,-73.0,-8.0,840.0,False
345,-73.0,-6.0,842.0,False
345,-73.0,-3.0,840.0,False
344,-76.0,-1.0,839.0,False
344,-74.0,-10.0,841.0,False
343,-75.0,-10.0,840.0,False
343,-74.0,-7.0,839.0,False
342,-74.0,-1.0,840.0,False
342,-78.0,-5.0,840.0,False
341,-74.0,-6.0,840.0,False
340,-76.0,-6.0,840.0,False
340,-74.0,-4.0,840.0,False
339,-73.0,-3.0,841.0,False
339,-73.0,1.0,840.0,False
338,-79.0,-4.0,841.0,False
338,-73.0,-2.0,842.0,False
337,-75.0,-4.0,841.0,False
337,-75.0,-6.0,842.0,False
336,-73.0,-3.0,843.0,False
336,-73.0,-3.0,842.0,False
335,-72.0,-4.0,844.0,False
334,-73.0,-3.0,847.0,False
334,-71.0,-3.0,848.0,False
333,-71.0,-4.0,849.0,False
333,-72.0,-2.0,844.0,False
332,-71.0,-3.0,848.0,False
332,-74.0,-2.0,844.0,False
331,-73.0,-12.0,850.0,False
331,-75.0,-10.0,847.0,False
330,-72.0,-13.0,847.0,False
329,-71.0,-5.0,850.0,False
329,-73.0,-2.0,845.0,False
328,-71.0,-3.0,849.0,False
328,-76.0,-8.0,846.0,False
327,-78.0,-4.0,846.0,False
327,-74.0,-9.0,848.0,False
324,-73.0,-3.0,847.0,False
324,-71.0,-5.0,847.0,False
323,-69.0,-6.0,847.0,False
323,-75.0,-4.0,849.0,False
322,-73.0,0.0,850.0,False
321,-72.0,-4.0,851.0,False
321,-73.0,-8.0,854.0,False
320,-70.0,-3.0,853.0,False
320,-77.0,-2.0,850.0,False
319,-72.0,-1.0,851.0,False
318,-70.0,0.0,852.0,False
318,-73.0,-1.0,854.0,False
317,-74.0,-1.0,857.0,False
317,-74.0,0.0,857.0,False
316,-73.0,-2.0,861.0,False
314,-73.0,0.0,863.0,False
314,-72.0,-3.0,865.0,False
313,-75.0,-2.0,862.0,False
313,-73.0,1.0,858.0,False
312,-71.0,-4.0,863.0,False
311,-71.0,1.0,859.0,False
311,-69.0,-1.0,864.0,False
310,-75.0,-1.0,865.0,False
310,-75.0,0.0,866.0,False
309,-72.0,0.0,862.0,False
308,-76.0,-2.0,862.0,False
308,-76.0,1.0,864.0,False
307,-71.0,-2.0,862.0,False
307,-74.0,-1.0,867.0,False
306,-72.0,-5.0,867.0,False
305,-73.0,-2.0,870.0,False
305,-70.0,2.0,867.0,False
304,-72.0,-2.0,868.0,False
304,-74.0,-3.0,870.0,False
303,-71.0,0.0,867.0,False
302,-76.0,-1.0,871.0,False
302,-71.0,-5.0,872.0,False
301,-71.0,-4.0,878.0,False
300,-71.0,0.0,874.0,False
300,-71.0,-4.0,871.0,False
299,-75.0,-4.0,875.0,False
299,-70.0,0.0,874.0,False
298,-73.0,0.0,878.0,False
297,-70.0,-2.0,878.0,False
297,-71.0,-3.0,883.0,False
296,-75.0,-1.0,879.0,False
296,-76.0,-3.0,878.0,False
295,-71.0,-2.0,880.0,False
294,-71.0,0.0,878.0,False
294,-71.0,-2.0,882.0,False
293,-68.0,0.0,883.0,False
292,-71.0,-2.0,885.0,False
292,-70.0,1.0,883.0,False
291,-75.0,-1.0,881.0,False
291,-72.0,2.0,883.0,False
290,-72.0,5.0,884.0,False
289,-70.0,1.0,888.0,False
289,-72.0,-4.0,889.0,False
288,-75.0,-4.0,891.0,False
287,-72.0,2.0,890.0,False
287,-71.0,-3.0,892.0,False
286,-72.0,-3.0,892.0,False
286,-72.0,-4.0,892.0,False
285,-70.0,2.0,895.0,False
284,-70.0,-5.0,896.0,False
284,-73.0,-4.0,897.0,False
283,-73.0,-6.0,894.0,False
282,-71.0,-4.0,895.0,False
282,-71.0,-5.0,897.0,False
281,-74.0,-4.0,897.0,False
280,-76.0,-6.0,901.0,False
280,-73.0,-4.0,899.0,False
274,-72.0,1.0,902.0,True
273,-70.0,-7.0,903.0,True
273,-74.0,-6.0,909.0,True
272,-72.0,-4.0,906.0,True
271,-71.0,-4.0,908.0,False
271,-71.0,-2.0,910.0,False
270,-71.0,-4.0,911.0,False
270,-70.0,-5.0,913.0,False
269,-70.0,-1.0,914.0,False
268,-72.0,-13.0,916.0,False
268,-70.0,-2.0,917.0,False
267,-70.0,-7.0,917.0,False
266,-69.0,-8.0,916.0,False
266,-72.0,-8.0,915.0,False
265,-73.0,-6.0,913.0,False
264,-76.0,0.0,911.0,False
264,-68.0,-3.0,912.0,False
263,-69.0,0.0,912.0,False
262,-66.0,3.0,910.0,False
262,-67.0,0.0,913.0,False
261,-73.0,-3.0,916.0,False
260,-68.0,-6.0,919.0,False
260,-68.0,-1.0,918.0,False
259,-69.0,-1.0,918.0,False
258,-69.0,-4.0,918.0,False
258,-69.0,-8.0,918.0,False
257,-74.0,-7.0,925.0,False
257,-73.0,0.0,920.0,False
256,-68.0,5.0,917.0,False
255,-69.0,1.0,916.0,False
255,-69.0,-6.0,914.0,False
254,-75.0,-7.0,914.0,False
253,-74.0,-4.0,913.0,False
253,-70.0,-1.0,917.0,False
252,-69.0,-1.0,917.0,False
251,-69.0,4.0,916.0,False
251,-69.0,-1.0,916.0,False
250,-69.0,-1.0,917.0,False
249,-68.0,-3.0,918.0,False
249,-69.0,-1.0,923.0,False
248,-68.0,-2.0,924.0,False
247,-68.0,-6.0,920.0,False
247,-68.0,-1.0,918.0,False
246,-71.0,-2.0,914.0,False
245,-71.0,-1.0,914.0,False
245,-68.0,0.0,911.0,False
244,-68.0,0.0,914.0,False
243,-67.0,1.0,914.0,False
243,-67.0,2.0,914.0,False
242,-69.0,0.0,912.0,False
242,-71.0,1.0,911.0,False
241,-68.0,2.0,910.0,False
240,-68.0,-1.0,910.0,False
240,-71.0,0.0,913.0,False
239,-68.0,0.0,914.0,False
238,-69.0,0.0,913.0,False
238,-74.0,-7.0,909.0,False
237,-69.0,-8.0,905.0,False
236,-68.0,-3.0,902.0,False
236,-67.0,2.0,904.0,False
235,-75.0,3.0,902.0,True
234,-71.0,-6.0,900.0,False
234,-69.0,3.0,897.0,False
233,-70.0,-2.0,895.0,False
232,-67.0,7.0,893.0,False
232,-71.0,1.0,892.0,False
231,-69.0,2.0,893.0,False
231,-70.0,1.0,893.0,False
230,-73.0,0.0,891.0,True
229,-69.0,0.0,888.0,True
229,-69.0,7.0,887.0,True
228,-70.0,3.0,884.0,False
227,-67.0,-2.0,884.0,False
227,-70.0,-4.0,884.0,False
226,-67.0,0.0,883.0,False
225,-65.0,-1.0,879.0,False
225,-65.0,1.0,877.0,False
224,-68.0,1.0,875.0,False
223,-68.0,-5.0,874.0,False
223,-71.0,0.0,877.0,False
222,-71.0,0.0,873.0,False
222,-70.0,0.0,867.0,False
221,-68.0,2.0,864.0,False
220,-68.0,-4.0,862.0,False
220,-68.0,-5.0,862.0,False
219,-73.0,-7.0,860.0,False
218,-74.0,-4.0,861.0,False
218,-74.0,-1.0,858.0,False
217,-69.0,-4.0,857.0,False
216,-69.0,6.0,853.0,False
216,-71.0,9.0,854.0,False
215,-74.0,-5.0,849.0,False
215,-72.0,0.0,852.0,False
214,-71.0,6.0,845.0,False
213,-70.0,6.0,846.0,False
213,-72.0,8.0,841.0,False
212,-72.0,5.0,841.0,False
211,-71.0,3.0,838.0,False
211,-73.0,1.0,838.0,False
210,-70.0,8.0,838.0,False
210,-71.0,8.0,835.0,False
209,-71.0,9.0,836.0,False
208,-70.0,2.0,829.0,False
208,-73.0,4.0,829.0,False
207,-73.0,2.0,826.0,False
206,-71.0,9.0,824.0,True
206,-70.0,8.0,824.0,True
205,-73.0,5.0,820.0,False
205,-73.0,4.0,821.0,False
204,-78.0,6.0,817.0,False
203,-75.0,7.0,814.0,False
203,-72.0,7.0,814.0,False
202,-70.0,11.0,810.0,False
201,-77.0,8.0,809.0,False
201,-71.0,3.0,810.0,False
200,-73.0,5.0,807.0,False
200,-73.0,3.0,806.0,False
199,-74.0,2.0,806.0,False
198,-73.0,6.0,802.0,False
198,-73.0,8.0,800.0,False
197,-71.0,-3.0,798.0,False
197,-72.0,-6.0,797.0,False
196,-72.0,4.0,796.0,False
195,-73.0,3.0,794.0,False
195,-71.0,5.0,791.0,False
194,-73.0,6.0,789.0,False
194,-76.0,2.0,788.0,False
193,-74.0,1.0,787.0,False
192,-75.0,-2.0,786.0,True
192,-72.0,0.0,786.0,True
191,-72.0,0.0,784.0,True
191,-70.0,-1.0,784.0,True
190,-76.0,-2.0,782.0,True
189,-77.0,-1.0,779.0,True
189,-75.0,0.0,778.0,True
188,-74.0,3.0,777.0,True
188,-76.0,0.0,776.0,True
187,-73.0,1.0,776.0,False
186,-73.0,-3.0,776.0,False
186,-74.0,-2.0,773.0,False
185,-75.0,-8.0,773.0,False
185,-75.0,-4.0,771.0,False
184,-76.0,3.0,770.0,False
183,-75.0,3.0,768.0,False
183,-74.0,1.0,766.0,False
182,-76.0,1.0,766.0,False
182,-75.0,1.0,766.0,False
181,-73.0,-5.0,764.0,False
181,-74.0,1.0,763.0,False
180,-73.0,2.0,761.0,False
179,-74.0,1.0,760.0,False
179,-73.0,-5.0,761.0,False
178,-74.0,-1.0,760.0,False
178,-77.0,-1.0,758.0,False
177,-77.0,3.0,757.0,False
176,-76.0,5.0,756.0,False
176,-75.0,2.0,755.0,False
175,-73.0,2.0,755.0,False
175,-76.0,2.0,754.0,False
174,-76.0,-12.0,754.0,False
174,-77.0,-10.0,752.0,False
173,-75.0,-11.0,751.0,False
172,-77.0,-12.0,751.0,False
172,-73.0,-11.0,750.0,False
171,-76.0,1.0,749.0,False
171,-76.0,1.0,749.0,False
170,-76.0,0.0,748.0,False
170,-76.0,-9.0,746.0,False
169,-75.0,-5.0,747.0,False
169,-75.0,-6.0,747.0,False
168,-76.0,-2.0,745.0,False
167,-77.0,-1.0,745.0,False
167,-75.0,-2.0,745.0,False
166,-76.0,-2.0,744.0,False
166,-77.0,-3.0,743.0,False
165,-74.0,-4.0,743.0,False
165,-75.0,-2.0,743.0,False
164,-76.0,-1.0,741.0,False
164,-75.0,-1.0,740.0,False
163,-76.0,-2.0,741.0,False
162,-76.0,-4.0,742.0,False
162,-76.0,-8.0,741.0,False
161,-77.0,-7.0,741.0,False
161,-76.0,-6.0,742.0,False
160,-77.0,-5.0,741.0,False
160,-77.0,-2.0,739.0,False
159,-76.0,-4.0,738.0,False
159,-77.0,-2.0,740.0,False
158,-75.0,-9.0,741.0,False
158,-79.0,-7.0,741.0,False
157,-77.0,-16.0,739.0,False
156,-79.0,-17.0,738.0,False
156,-76.0,-15.0,740.0,False
155,-77.0,-13.0,738.0,False
155,-77.0,-17.0,739.0,False
154,-78.0,-12.0,737.0,True
154,-80.0,-17.0,738.0,True
153,-80.0,-12.0,740.0,True
153,-80.0,-17.0,739.0,True
152,-78.0,-16.0,738.0,False
152,-78.0,-16.0,739.0,False
151,-79.0,-15.0,740.0,False
151,-79.0,-7.0,737.0,False
150,-84.0,-4.0,735.0,False
150,-75.0,-4.0,734.0,False
149,-76.0,-7.0,736.0,False
148,-77.0,-7.0,736.0,False
148,-78.0,-4.0,735.0,False
147,-78.0,-8.0,732.0,False
147,-77.0,-10.0,734.0,False
146,-77.0,-11.0,735.0,False
146,-76.0,-10.0,735.0,False
145,-78.0,-12.0,735.0,False
145,-77.0,-14.0,738.0,False
144,-79.0,-10.0,739.0,False
144,-79.0,-6.0,739.0,False
143,-80.0,-13.0,740.0,False
143,-77.0,-14.0,741.0,False
142,-79.0,-8.0,742.0,False
142,-80.0,-13.0,744.0,False
141,-79.0,-12.0,745.0,False
141,-80.0,-8.0,743.0,False
140,-80.0,-11.0,743.0,False
140,-79.0,-14.0,745.0,False
139,-80.0,-20.0,746.0,False
139,-79.0,-19.0,746.0,False
138,-81.0,-16.0,746.0,False
138,-81.0,-8.0,746.0,False
137,-80.0,-10.0,748.0,False
137,-80.0,-14.0,748.0,False
136,-80.0,-19.0,749.0,False
136,-81.0,-19.0,749.0,False
135,-81.0,-11.0,750.0,False
135,-80.0,-16.0,750.0,False
134,-80.0,-12.0,751.0,False
134,-80.0,-18.0,752.0,False
133,-81.0,-19.0,752.0,False
133,-82.0,-10.0,754.0,False
132,-82.0,-20.0,753.0,False
132,-81.0,-15.0,754.0,False
131,-79.0,-18.0,755.0,False
131,-81.0,-18.0,756.0,False
130,-82.0,-20.0,757.0,False
130,-84.0,-24.0,759.0,False
129,-81.0,-23.0,759.0,False
129,-82.0,-19.0,759.0,False
128,-82.0,-21.0,760.0,False
128,-81.0,-24.0,761.0,False
127,-82.0,-19.0,762.0,False
127,-83.0,-21.0,763.0,False
126,-84.0,-19.0,763.0,False
126,-82.0,-21.0,765.0,False
125,-83.0,-19.0,765.0,False
125,-82.0,-22.0,766.0,False
124,-83.0,-23.0,769.0,False
124,-84.0,-19.0,769.0,False
123,-82.0,-19.0,769.0,False
123,-83.0,-23.0,771.0,False
122,-82.0,-19.0,772.0,False
122,-84.0,-21.0,773.0,False
121,-85.0,-27.0,774.0,False
121,-84.0,-23.0,775.0,False
120,-85.0,-20.0,776.0,False
120,-84.0,-20.0,777.0,False
119,-85.0,-21.0,777.0,False
119,-83.0,-28.0,779.0,False
118,-84.0,-27.0,780.0,False
118,-83.0,-22.0,781.0,False
118,-84.0,-17.0,782.0,False
117,-83.0,-15.0,783.0,False
117,-82.0,-22.0,784.0,False
116,-82.0,-25.0,785.0,False
116,-81.0,-25.0,787.0,False
115,-84.0,-20.0,788.0,False
115,-84.0,-25.0,787.0,False
114,-84.0,-26.0,790.0,False
114,-82.0,-24.0,791.0,False
113,-83.0,-25.0,792.0,False
113,-83.0,-22.0,793.0,False
112,-83.0,-23.0,795.0,False
112,-83.0,-26.0,795.0,False
111,-82.0,-26.0,795.0,False
111,-82.0,-26.0,797.0,False
110,-85.0,-27.0,798.0,False
110,-84.0,-24.0,799.0,False
109,-85.0,-28.0,801.0,False
109,-82.0,-24.0,802.0,False
109,-83.0,-26.0,802.0,False
108,-82.0,-25.0,804.0,False
108,-82.0,-27.0,806.0,False
107,-84.0,-27.0,807.0,False
107,-84.0,-28.0,808.0,False
106,-83.0,-24.0,810.0,False
106,-82.0,-22.0,811.0,False
105,-83.0,-23.0,812.0,False
105,-84.0,-27.0,813.0,False
104,-84.0,-26.0,815.0,False
104,-82.0,-26.0,816.0,False
103,-85.0,-23.0,817.0,False
103,-84.0,-27.0,819.0,False
102,-85.0,-27.0,820.0,False
102,-84.0,-26.0,821.0,False
102,-84.0,-26.0,823.0,False
101,-85.0,-27.0,825.0,False
101,-86.0,-28.0,825.0,False
100,-86.0,-28.0,827.0,False
100,-86.0,-27.0,829.0,False
99,-85.0,-27.0,830.0,False
99,-86.0,-27.0,831.0,False
98,-87.0,-31.0,833.0,False
98,-85.0,-23.0,834.0,False
97,-85.0,-23.0,835.0,False
97,-86.0,-23.0,836.0,False
96,-85.0,-27.0,838.0,False
96,-85.0,-26.0,839.0,False
96,-85.0,-29.0,840.0,False
95,-85.0,-29.0,842.0,False
95,-85.0,-31.0,843.0,False
94,-84.0,-22.0,843.0,False
94,-84.0,-26.0,845.0,False
93,-86.0,-29.0,847.0,False
93,-85.0,-28.0,848.0,False
92,-85.0,-27.0,850.0,False
92,-87.0,-23.0,851.0,False
91,-86.0,-28.0,852.0,False
91,-85.0,-29.0,853.0,False
91,-85.0,-34.0,855.0,False
90,-85.0,-29.0,856.0,False
90,-86.0,-27.0,857.0,False
89,-84.0,-26.0,858.0,False
89,-85.0,-28.0,859.0,False
88,-84.0,-27.0,861.0,False
88,-84.0,-29.0,862.0,False
87,-85.0,-23.0,864.0,False
87,-85.0,-25.0,865.0,False
86,-83.0,-28.0,865.0,False
86,-83.0,-29.0,867.0,False
86,-88.0,-29.0,868.0,False
85,-86.0,-29.0,869.0,False
85,-87.0,-30.0,871.0,False
84,-88.0,-23.0,872.0,False
84,-87.0,-22.0,872.0,False
83,-87.0,-28.0,873.0,False
83,-87.0,-23.0,875.0,False
82,-86.0,-26.0,876.0,False
82,-86.0,-23.0,877.0,False
82,-87.0,-24.0,878.0,False
81,-87.0,-29.0,878.0,False
81,-85.0,-27.0,880.0,False
80,-85.0,-25.0,881.0,False
80,-85.0,-26.0,881.0,False
79,-87.0,-26.0,882.0,False
79,-86.0,-24.0,884.0,False
78,-86.0,-25.0,884.0,False
78,-85.0,-29.0,885.0,False
77,-86.0,-27.0,885.0,False
77,-86.0,-25.0,888.0,False
77,-86.0,-23.0,888.0,False
76,-86.0,-29.0,888.0,False
76,-86.0,-29.0,889.0,False
75,-86.0,-24.0,890.0,False
75,-85.0,-31.0,892.0,False
74,-85.0,-31.0,892.0,False
74,-86.0,-30.0,895.0,False
73,-83.0,-29.0,893.0,False
73,-85.0,-25.0,894.0,False
73,-86.0,-27.0,894.0,False
72,-85.0,-29.0,895.0,False
72,-85.0,-29.0,895.0,False
71,-86.0,-28.0,897.0,False
71,-87.0,-30.0,898.0,False
70,-86.0,-28.0,898.0,False
70,-85.0,-23.0,897.0,False
69,-84.0,-30.0,899.0,False
69,-86.0,-28.0,901.0,False
69,-86.0,-30.0,901.0,False
68,-85.0,-26.0,901.0,False
68,-86.0,-26.0,900.0,False
67,-85.0,-24.0,902.0,False
67,-84.0,-32.0,902.0,False
66,-86.0,-30.0,903.0,False
66,-86.0,-30.0,903.0,False
65,-87.0,-31.0,903.0,False
65,-85.0,-29.0,904.0,False
64,-87.0,-23.0,903.0,False
64,-85.0,-30.0,904.0,False
64,-84.0,-31.0,904.0,False
60,-85.0,-26.0,907.0,False
59,-85.0,-25.0,906.0,False
59,-85.0,-28.0,906.0,False
58,-84.0,-26.0,906.0,False
58,-86.0,-29.0,907.0,False
57,-84.0,-31.0,907.0,False
57,-84.0,-26.0,906.0,False
56,-85.0,-26.0,907.0,False
56,-85.0,-29.0,908.0,False
55,-85.0,-29.0,907.0,False
55,-84.0,-28.0,907.0,False
55,-85.0,-26.0,907.0,False
54,-85.0,-23.0,906.0,False
54,-84.0,-26.0,906.0,False
53,-86.0,-26.0,906.0,False
50,-83.0,-26.0,905.0,False
50,-84.0,-28.0,905.0,False
44,-81.0,-24.0,901.0,False
44,-80.0,-22.0,900.0,False
43,-81.0,-23.0,900.0,False
43,-80.0,-25.0,899.0,False
42,-80.0,-21.0,899.0,False
42,-79.0,-26.0,899.0,False
41,-82.0,-27.0,898.0,False
41,-81.0,-24.0,897.0,False
40,-81.0,-24.0,896.0,False
40,-80.0,-25.0,896.0,False
40,-81.0,-26.0,895.0,False
39,-80.0,-26.0,896.0,False
39,-83.0,-24.0,895.0,False
38,-82.0,-24.0,896.0,False
38,-82.0,-21.0,895.0,False
37,-81.0,-23.0,894.0,False
37,-81.0,-21.0,893.0,False
36,-79.0,-22.0,893.0,False
36,-81.0,-21.0,893.0,False
35,-81.0,-22.0,893.0,False
35,-81.0,-24.0,892.0,False
34,-82.0,-20.0,891.0,False
34,-81.0,-24.0,890.0,False
33,-80.0,-19.0,892.0,False
33,-82.0,-24.0,891.0,False
33,-79.0,-21.0,891.0,False
32,-82.0,-21.0,890.0,False
32,-79.0,-18.0,889.0,False
31,-82.0,-19.0,890.0,False
31,-79.0,-18.0,889.0,False
30,-82.0,-22.0,888.0,False
30,-80.0,-22.0,888.0,False
29,-82.0,-17.0,887.0,False
29,-81.0,-14.0,888.0,False
28,-81.0,-17.0,887.0,False
28,-80.0,-16.0,887.0,False
27,-81.0,-17.0,887.0,False
27,-81.0,-15.0,886.0,False
26,-82.0,-25.0,885.0,False
26,-78.0,-20.0,884.0,False
25,-80.0,-18.0,883.0,False
25,-78.0,-18.0,883.0,False
25,-79.0,-15.0,882.0,False
24,-79.0,-16.0,881.0,False
24,-79.0,-16.0,881.0,False
23,-79.0,-14.0,880.0,False
23,-75.0,-15.0,880.0,False
22,-78.0,-15.0,879.0,False
22,-77.0,-20.0,878.0,False
21,-79.0,-18.0,878.0,False
21,-76.0,-18.0,877.0,False
20,-77.0,-17.0,876.0,False
20,-78.0,-17.0,875.0,False
19,-78.0,-16.0,875.0,False
19,-79.0,-14.0,875.0,False
18,-79.0,-13.0,875.0,False
18,-78.0,-13.0,874.0,False
17,-77.0,-12.0,873.0,False
17,-78.0,-12.0,874.0,False
16,-77.0,-12.0,875.0,False
16,-77.0,-12.0,874.0,False
15,-76.0,-14.0,872.0,False
15,-79.0,-13.0,871.0,False
14,-79.0,-13.0,870.0,False
14,-79.0,-12.0,870.0,False
13,-78.0,-18.0,869.0,False
13,-78.0,-12.0,870.0,False
12,-78.0,-11.0,870.0,False
12,-77.0,-9.0,867.0,False
11,-79.0,-9.0,866.0,False
11,-79.0,-8.0,866.0,False
10,-76.0,-9.0,866.0,False
10,-77.0,-11.0,865.0,False
9,-79.0,-9.0,865.0,False
9,-75.0,-9.0,865.0,False
8,-77.0,-9.0,863.0,False
8,-76.0,-9.0,862.0,False
7,-76.0,-12.0,861.0,False
3,-76.0,-7.0,857.0,False
2,-77.0,-7.0,856.0,False
